date,station,user_type,age,trip_duration_min,temperature_c,humidity_pct,wind_speed_kmh,weather,daily_station_trips,satisfaction_score
2024-01-21,Hospital,subscriber,26.0,29.5,-2.8,61.9,13.4,sunny,31,3.0
2024-01-22,Harbour,subscriber,35.0,6.9,-3.6,52.8,7.6,cloudy,30,3.0
2024-01-22,Shopping Mall,subscriber,43.0,8.2,1.2,54.4,12.6,cloudy,36,3.0
2024-01-23,Riverside,subscriber,,24.5,-1.7,58.0,12.4,cloudy,31,2.0
2024-01-23,Shopping Mall,subscriber,45.0,23.9,2.6,40.9,9.2,snowy,15,3.0
2024-01-25,Riverside,subscriber,30.0,13.3,-2.1,63.7,19.0,cloudy,46,3.0
2024-01-26,Central Station,casual,,20.2,2.9,74.7,7.1,sunny,47,3.0
2024-01-27,City Park,casual,24.0,15.4,1.8,52.1,12.4,cloudy,37,4.0
2024-01-28,University,subscriber,26.0,14.3,6.2,53.3,21.5,cloudy,33,3.0
2024-01-28,Sports Arena,subscriber,,9.2,-4.3,65.2,8.2,sunny,38,4.0
2024-01-28,Central Station,student,20.0,24.1,-0.7,59.0,13.2,cloudy,28,3.0
2024-01-29,Hospital,subscriber,24.0,30.0,1.9,55.1,5.9,rainy,19,
2024-01-29,Hospital,student,22.0,8.1,4.2,50.3,3.7,snowy,12,5.0
2024-02-02,University,subscriber,18.0,21.1,-1.5,70.3,9.7,sunny,56,5.0
2024-02-02,Sports Arena,casual,53.0,31.2,5.3,56.3,9.3,rainy,16,2.0
2024-02-02,Old Town,subscriber,61.0,27.0,9.4,45.0,4.2,rainy,15,2.0
2024-02-03,Sports Arena,subscriber,58.0,21.2,4.0,52.2,11.8,rainy,20,
2024-02-04,Riverside,student,23.0,7.0,0.2,66.4,13.4,sunny,50,3.0
2024-02-04,Riverside,student,20.0,25.0,6.7,56.2,12.4,sunny,43,4.0
2024-02-04,Hospital,subscriber,,20.0,0.3,64.4,13.5,cloudy,34,4.0
2024-02-04,Central Station,subscriber,31.0,8.3,0.4,65.2,12.7,sunny,50,4.0
2024-02-04,Sports Arena,student,21.0,8.1,4.9,67.1,10.7,cloudy,41,2.0
2024-02-05,City Park,student,22.0,14.5,3.4,57.4,2.0,rainy,11,3.0
2024-02-05,Old Town,casual,40.0,7.1,0.4,48.8,8.8,sunny,39,
2024-02-05,Central Station,subscriber,34.0,22.8,-4.6,57.0,15.3,cloudy,37,5.0
2024-02-06,Shopping Mall,subscriber,51.0,46.1,-0.2,59.6,10.1,cloudy,37,2.0
2024-02-06,City Park,casual,42.0,9.1,4.9,44.7,0.4,rainy,21,
2024-02-06,Riverside,subscriber,42.0,9.3,1.5,80.6,19.9,rainy,20,4.0
2024-02-07,Tech Campus,subscriber,44.0,9.2,3.2,69.5,1.2,sunny,49,2.0
2024-02-08,City Park,casual,16.0,17.2,-0.5,,8.6,cloudy,34,4.0
2024-02-08,Riverside,subscriber,34.0,11.6,1.4,48.0,13.9,sunny,61,3.0
2024-02-08,Harbour,student,25.0,3.7,2.1,,15.8,cloudy,27,4.0
2024-02-08,Hospital,student,25.0,11.9,-2.7,64.9,14.1,sunny,41,
2024-02-08,Central Station,subscriber,,8.4,8.2,67.8,2.2,sunny,61,4.0
2024-02-08,Sports Arena,subscriber,18.0,12.2,3.5,61.3,4.9,sunny,45,5.0
2024-02-10,Riverside,student,25.0,6.9,0.4,62.8,9.9,rainy,18,3.0
2024-02-10,Riverside,student,23.0,20.8,2.1,64.3,8.4,snowy,16,3.0
2024-02-10,Tech Campus,casual,35.0,14.5,6.5,60.0,13.5,cloudy,43,
2024-02-11,Old Town,subscriber,52.0,16.6,1.1,74.9,17.1,rainy,20,3.0
2024-02-11,University,student,23.0,29.3,-0.1,64.7,19.3,cloudy,28,3.0
2024-02-12,Harbour,subscriber,28.0,23.5,1.4,46.8,14.0,snowy,12,4.0
2024-02-13,University,subscriber,40.0,6.8,5.5,60.5,16.2,cloudy,32,
2024-02-13,Shopping Mall,subscriber,29.0,16.6,2.8,60.8,14.2,rainy,26,4.0
2024-02-13,Old Town,subscriber,23.0,10.7,-2.8,55.8,9.4,snowy,8,4.0
2024-02-13,University,casual,33.0,43.7,5.1,33.8,18.1,rainy,17,
2024-02-14,University,student,26.0,13.3,5.0,72.3,16.5,sunny,62,3.0
2024-02-15,City Park,student,24.0,11.9,6.0,68.1,6.4,cloudy,33,3.0
2024-02-15,Shopping Mall,subscriber,32.0,10.7,3.9,47.1,17.9,cloudy,30,3.0
2024-02-16,Riverside,subscriber,35.0,19.1,5.4,47.7,12.1,snowy,10,4.0
2024-02-16,Harbour,subscriber,56.0,15.1,0.9,67.5,16.9,cloudy,44,3.0
2024-02-16,University,subscriber,28.0,11.4,6.1,62.7,12.3,cloudy,42,4.0
2024-02-17,Riverside,subscriber,33.0,57.9,3.8,57.6,1.5,sunny,33,4.0
2024-02-17,Tech Campus,subscriber,40.0,5.6,4.0,71.9,14.0,cloudy,36,4.0
2024-02-18,Tech Campus,casual,16.0,7.6,-0.6,72.3,9.7,rainy,22,4.0
2024-02-18,Old Town,subscriber,59.0,9.2,6.9,48.1,13.0,cloudy,38,4.0
2024-02-19,Central Station,subscriber,,21.0,4.0,,13.2,rainy,20,3.0
2024-02-20,Harbour,casual,25.0,16.6,3.1,61.6,12.2,rainy,8,
2024-02-20,Sports Arena,subscriber,50.0,16.5,5.4,53.0,6.6,cloudy,41,
2024-02-20,City Park,subscriber,23.0,12.9,6.0,64.7,11.2,cloudy,45,4.0
2024-02-20,City Park,subscriber,,9.4,4.8,56.5,1.5,rainy,21,2.0
2024-02-21,City Park,student,29.0,10.8,4.8,69.3,19.4,cloudy,48,3.0
2024-02-21,University,subscriber,37.0,14.2,3.1,75.7,12.7,cloudy,48,3.0
2024-02-21,Hospital,casual,16.0,35.0,5.1,45.6,22.0,rainy,24,3.0
2024-02-22,Riverside,subscriber,30.0,20.4,3.7,48.4,,cloudy,45,4.0
2024-02-22,Old Town,student,30.0,14.8,5.1,50.9,10.7,cloudy,41,4.0
2024-02-22,Sports Arena,casual,44.0,11.5,-1.8,45.6,15.1,sunny,43,4.0
2024-02-22,Hospital,Subscriber,16.0,19.1,7.7,71.6,10.9,rainy,13,3.0
2024-02-22,Shopping Mall,subscriber,37.0,25.8,2.4,58.6,13.2,rainy,15,2.0
2024-02-22,University,casual,16.0,15.9,3.4,48.1,25.4,cloudy,27,3.0
2024-02-23,Hospital,subscriber,34.0,15.5,3.3,65.0,,sunny,59,4.0
2024-02-23,Riverside,student,18.0,16.9,8.4,59.3,14.5,cloudy,27,
2024-02-23,Shopping Mall,subscriber,28.0,29.2,8.6,75.1,8.2,sunny,45,4.0
2024-02-23,City Park,subscriber,37.0,8.1,-0.6,56.4,20.2,cloudy,43,4.0
2024-02-23,Central Station,subscriber,33.0,14.1,11.4,50.8,16.4,cloudy,36,4.0
2024-02-23,Tech Campus,casual,21.0,13.3,5.9,77.4,21.1,rainy,18,2.0
2024-02-23,City Park,subscriber,24.0,23.9,11.4,,4.9,snowy,8,3.0
2024-02-24,Central Station,casual,33.0,9.4,3.4,56.8,13.0,cloudy,30,
2024-02-26,Hospital,subscriber,44.0,17.4,1.3,65.2,,rainy,27,3.0
2024-02-27,Sports Arena,student,24.0,51.2,7.0,62.2,7.5,cloudy,28,3.0
2024-02-27,Tech Campus,subscriber,,11.2,9.2,60.2,1.4,cloudy,26,4.0
2024-02-27,City Park,casual,17.0,8.0,7.9,52.5,10.6,cloudy,38,5.0
2024-02-27,Shopping Mall,student,18.0,29.5,9.3,49.9,12.5,rainy,12,3.0
2024-02-27,University,casual,21.0,18.6,3.8,67.1,,cloudy,27,
2024-02-27,City Park,subscriber,44.0,18.2,6.2,64.9,7.5,snowy,15,4.0
2024-02-28,City Park,subscriber,34.0,59.4,0.8,62.3,15.6,cloudy,33,3.0
2024-02-29,Riverside,subscriber,40.0,25.0,2.9,43.3,8.6,sunny,53,3.0
2024-02-29,Riverside,casual,21.0,4.5,3.4,59.6,,cloudy,30,3.0
2024-03-02,Riverside,student,24.0,27.1,9.1,45.2,7.1,cloudy,30,4.0
2024-03-02,Riverside,student,21.0,15.4,8.4,51.0,23.7,sunny,49,4.0
2024-03-02,Central Station,casual,39.0,32.8,10.7,67.6,14.4,cloudy,37,4.0
2024-03-03,Central Station,subscriber,38.0,13.3,13.4,51.3,5.9,cloudy,31,2.0
2024-03-03,Hospital,casual,38.0,5.9,9.4,64.9,11.5,sunny,42,
2024-03-03,Central Station,subscriber,28.0,21.7,4.1,71.8,1.5,cloudy,29,3.0
2024-03-03,Old Town,student,17.0,11.1,3.4,39.1,16.4,rainy,25,5.0
2024-03-05,University,subscriber,39.0,27.4,13.6,48.0,8.1,sunny,53,3.0
2024-03-05,Central Station,student,25.0,19.1,7.5,,4.4,snowy,10,3.0
2024-03-05,City Park,subscriber,46.0,12.3,6.3,54.1,2.7,rainy,13,2.0
2024-03-06,Harbour,subscriber,40.0,18.9,8.4,41.0,3.3,rainy,17,
2024-03-06,Old Town,casual,30.0,25.2,6.2,70.6,12.3,cloudy,41,2.0
2024-03-08,City Park,subscriber,28.0,17.4,9.0,63.9,22.0,sunny,50,2.0
2024-03-09,Hospital,subscriber,29.0,9.5,6.8,22.7,,rainy,25,3.0
2024-03-09,Hospital,casual,16.0,6.5,7.7,52.5,9.2,cloudy,44,4.0
2024-03-09,Central Station,subscriber,18.0,7.1,11.5,54.8,11.6,sunny,46,4.0
2024-03-10,Shopping Mall,subscriber,34.0,2.6,8.3,54.3,9.6,cloudy,39,4.0
2024-03-12,City Park,subscriber,16.0,12.7,7.8,56.9,1.4,rainy,23,1.0
2024-03-12,Tech Campus,subscriber,36.0,12.5,10.4,33.1,10.2,cloudy,41,3.0
2024-03-14,Sports Arena,subscriber,39.0,14.2,7.5,42.5,8.6,sunny,39,4.0
2024-03-15,Old Town,casual,16.0,20.0,8.0,38.4,9.4,cloudy,32,
2024-03-15,Shopping Mall,student,20.0,4.9,7.2,49.8,0.0,cloudy,41,2.0
2024-03-15,Riverside,subscriber,24.0,10.9,8.6,56.9,6.3,cloudy,35,3.0
2024-03-16,City Park,casual,,19.6,9.4,47.0,2.4,cloudy,37,2.0
2024-03-16,Riverside,subscriber,18.0,22.0,6.2,60.0,5.5,cloudy,28,3.0
2024-03-16,Sports Arena,casual,20.0,8.6,9.3,65.1,7.2,cloudy,40,5.0
2024-03-18,Sports Arena,subscriber,42.0,17.4,11.9,52.2,3.8,cloudy,39,3.0
2024-03-20,Old Town,subscriber,,12.0,6.0,52.8,13.1,rainy,16,4.0
2024-03-21,Central Station,casual,58.0,3.5,5.6,66.2,13.5,cloudy,33,3.0
2024-03-21,University,student,26.0,7.7,9.9,65.7,18.3,rainy,13,4.0
2024-03-21,Central Station,student,21.0,10.6,15.1,62.0,5.5,sunny,52,3.0
2024-03-22,Shopping Mall,casual,24.0,31.2,9.4,59.5,6.1,sunny,42,4.0
2024-03-23,Harbour,subscriber,51.0,13.6,10.8,40.6,13.4,cloudy,46,5.0
2024-03-24,Hospital,subscriber,51.0,25.4,13.4,48.3,19.4,snowy,5,
2024-03-25,City Park,casual,25.0,10.4,11.4,50.4,,cloudy,40,3.0
2024-03-26,Riverside,subscriber,47.0,29.1,14.4,64.3,21.1,rainy,15,3.0
2024-03-26,Harbour,subscriber,34.0,23.0,13.8,71.9,6.2,cloudy,15,
2024-03-28,University,subscriber,31.0,35.5,14.9,38.8,16.9,cloudy,46,3.0
2024-03-29,Harbour,casual,36.0,22.4,15.1,56.9,23.9,cloudy,23,4.0
2024-03-29,University,casual,28.0,5.3,12.1,27.7,10.8,sunny,42,
2024-03-30,Central Station,subscriber,40.0,6.8,12.4,71.0,11.8,cloudy,33,1.0
2024-03-30,University,subscriber,32.0,11.4,12.0,41.1,5.8,rainy,26,2.0
2024-03-30,Hospital,student,21.0,16.3,13.7,53.6,5.8,sunny,49,2.0
2024-03-31,Shopping Mall,subscriber,28.0,5.6,13.5,65.9,16.7,cloudy,27,4.0
2024-04-01,Sports Arena,subscriber,34.0,20.9,8.8,,8.2,snowy,17,3.0
2024-04-01,Hospital,subscriber,27.0,10.3,13.4,69.0,9.8,rainy,25,3.0
2024-04-01,Tech Campus,student,19.0,22.0,14.3,40.2,17.3,rainy,17,3.0
2024-04-02,City Park,casual,51.0,24.8,13.9,56.5,9.2,rainy,26,3.0
2024-04-03,Old Town,subscriber,49.0,23.1,15.2,50.2,5.7,rainy,25,3.0
2024-04-04,Harbour,subscriber,34.0,15.1,10.9,61.2,12.7,cloudy,19,4.0
2024-04-04,City Park,subscriber,28.0,23.7,16.2,29.8,,cloudy,32,3.0
2024-04-04,Old Town,Subscriber,54.0,38.2,14.2,44.7,20.2,cloudy,43,2.0
2024-04-05,Hospital,casual,32.0,22.8,12.0,57.1,12.0,sunny,47,5.0
2024-04-05,Sports Arena,subscriber,36.0,28.5,14.8,52.6,17.5,cloudy,44,3.0
2024-04-05,Riverside,subscriber,39.0,35.5,12.6,74.2,3.6,cloudy,32,4.0
2024-04-05,Riverside,subscriber,45.0,14.3,16.7,53.5,26.9,rainy,26,3.0
2024-04-05,Tech Campus,subscriber,34.0,19.9,16.7,58.4,11.4,rainy,23,2.0
2024-04-06,Hospital,casual,29.0,28.6,8.8,51.2,12.5,sunny,53,4.0
2024-04-06,Riverside,subscriber,39.0,53.6,15.9,54.9,16.0,cloudy,38,3.0
2024-04-07,Tech Campus,casual,32.0,12.0,11.2,52.8,12.3,cloudy,34,3.0
2024-04-07,Central Station,subscriber,33.0,7.0,14.5,45.2,14.6,rainy,22,3.0
2024-04-07,Harbour,subscriber,47.0,10.1,21.1,62.5,16.2,sunny,44,3.0
2024-04-08,University,casual,30.0,29.5,11.5,55.7,18.6,cloudy,31,3.0
2024-04-08,Shopping Mall,casual,45.0,16.5,12.5,67.2,22.7,sunny,45,4.0
2024-04-08,Harbour,student,20.0,13.8,13.1,66.6,9.9,rainy,23,3.0
2024-04-08,Old Town,student,25.0,31.1,8.5,67.6,6.1,cloudy,31,4.0
2024-04-08,Old Town,casual,51.0,28.1,13.4,45.1,13.9,snowy,15,
2024-04-08,Central Station,casual,21.0,8.0,18.4,42.3,6.0,snowy,15,3.0
2024-04-08,Tech Campus,casual,23.0,8.5,14.1,50.3,17.2,cloudy,34,2.0
2024-04-08,Tech Campus,subscriber,27.0,16.4,9.8,,10.8,rainy,31,4.0
2024-04-08,Riverside,student,20.0,9.1,14.0,72.2,7.1,cloudy,40,3.0
2024-04-09,Riverside,student,25.0,4.9,11.5,56.6,17.1,sunny,53,4.0
2024-04-09,Old Town,student,23.0,6.6,17.2,42.4,14.3,cloudy,31,4.0
2024-04-09,Tech Campus,casual,,16.2,12.6,61.3,8.1,cloudy,32,4.0
2024-04-09,Shopping Mall,subscriber,38.0,26.4,17.2,47.8,9.5,cloudy,33,2.0
2024-04-10,Sports Arena,student,26.0,20.9,21.3,54.3,10.2,rainy,14,3.0
2024-04-10,City Park,subscriber,35.0,4.3,8.4,43.0,17.6,rainy,22,2.0
2024-04-10,Riverside,Subscriber,27.0,10.2,16.2,68.6,9.0,cloudy,44,3.0
2024-04-10,Sports Arena,casual,40.0,4.7,16.9,52.7,,cloudy,38,3.0
2024-04-12,University,student,27.0,22.9,18.6,54.6,13.2,rainy,16,
2024-04-12,University,subscriber,19.0,20.1,20.0,60.5,,rainy,25,4.0
2024-04-12,Old Town,casual,32.0,23.8,6.8,54.9,7.1,cloudy,36,4.0
2024-04-12,Riverside,subscriber,38.0,14.6,15.2,46.6,,cloudy,32,3.0
2024-04-13,University,subscriber,36.0,24.1,13.9,75.6,6.8,rainy,24,3.0
2024-04-13,Central Station,student,20.0,9.7,14.5,54.2,,cloudy,35,4.0
2024-04-14,City Park,casual,17.0,16.5,12.9,39.1,21.6,sunny,45,
2024-04-14,Harbour,casual,17.0,20.4,14.1,54.5,3.0,cloudy,35,
2024-04-15,Tech Campus,subscriber,49.0,5.5,16.7,52.5,20.1,cloudy,38,3.0
2024-04-15,Tech Campus,casual,43.0,19.6,19.8,,19.5,rainy,15,4.0
2024-04-16,Harbour,subscriber,37.0,25.9,13.2,64.3,12.7,cloudy,33,3.0
2024-04-17,Tech Campus,subscriber,46.0,10.4,13.8,64.0,10.4,cloudy,26,3.0
2024-04-17,Shopping Mall,subscriber,51.0,19.0,15.0,66.2,,cloudy,28,3.0
2024-04-18,Harbour,subscriber,42.0,17.2,19.6,40.5,11.7,rainy,35,4.0
2024-04-21,Hospital,casual,19.0,21.9,15.5,,9.9,rainy,9,2.0
2024-04-21,Old Town,student,24.0,14.4,15.6,,10.5,snowy,13,3.0
2024-04-21,Central Station,casual,29.0,39.8,21.6,50.6,18.2,cloudy,34,3.0
2024-04-22,Shopping Mall,casual,43.0,17.0,12.5,47.7,7.3,cloudy,46,3.0
2024-04-22,City Park,subscriber,30.0,11.1,15.8,62.7,15.2,rainy,13,2.0
2024-04-22,Riverside,casual,47.0,13.0,21.5,56.6,,cloudy,22,
2024-04-22,City Park,casual,40.0,9.4,15.7,56.8,3.7,cloudy,37,
2024-04-22,Harbour,subscriber,50.0,25.7,21.4,52.4,13.6,rainy,12,2.0
2024-04-23,University,subscriber,37.0,8.0,17.6,68.3,24.7,cloudy,38,3.0
2024-04-23,Old Town,student,28.0,6.0,16.7,38.4,10.6,cloudy,34,2.0
2024-04-24,Sports Arena,subscriber,,10.4,18.1,51.9,12.3,cloudy,28,4.0
2024-04-25,Riverside,subscriber,41.0,21.9,15.3,43.0,8.1,cloudy,35,2.0
2024-04-25,Riverside,subscriber,24.0,34.1,16.6,67.5,9.5,rainy,23,3.0
2024-04-25,Central Station,subscriber,43.0,9.3,12.3,58.1,17.8,sunny,37,
2024-04-26,City Park,subscriber,59.0,6.3,21.5,,5.6,snowy,14,4.0
2024-04-26,Harbour,casual,31.0,61.0,18.6,45.7,6.2,cloudy,39,3.0
2024-04-27,Central Station,casual,25.0,19.5,12.3,59.2,14.0, sunny,57,5.0
2024-04-27,Shopping Mall,subscriber,,32.5,19.1,65.5,15.4,sunny,43,3.0
2024-04-28,Sports Arena,subscriber,31.0,20.2,12.2,,13.0,snowy,18,3.0
2024-04-29,Central Station,student,24.0,15.2,21.1,53.2,5.9,cloudy,35,3.0
2024-04-29,Sports Arena,casual,50.0,11.9,21.2,35.6,5.3,rainy,17,4.0
2024-04-30,Central Station,subscriber,26.0,9.5,19.8,52.4,6.7,cloudy,26,3.0
2024-05-01,Old Town,student,20.0,12.3,19.5,63.0,10.0,rainy,15,3.0
2024-05-01,Hospital,subscriber,42.0,14.7,19.8,48.6,8.3,snowy,20,3.0
2024-05-01,Shopping Mall,subscriber,29.0,8.2,18.8,63.3,11.9,cloudy,28,4.0
2024-05-01,Tech Campus,subscriber,,13.5,15.9,,11.1,rainy,20,2.0
2024-05-01,University,subscriber,38.0,30.5,14.3,58.2,12.0,rainy,19,3.0
2024-05-02,City Park,student,,11.0,17.4,67.5,9.4,rainy,22,3.0
2024-05-03,Central Station,subscriber,44.0,22.1,20.0,52.4,10.5,rainy,16,2.0
2024-05-03,Riverside,casual,28.0,8.8,16.1,48.6,21.3,sunny,47,3.0
2024-05-04,Tech Campus,student,18.0,5.9,13.2,49.7,,cloudy,30,3.0
2024-05-05,University,casual,50.0,6.3,20.9,46.8,2.5,cloudy,35,4.0
2024-05-05,Shopping Mall,subscriber,37.0,10.5,15.0,,21.7,rainy,18,3.0
2024-05-05,Hospital,casual,45.0,22.2,16.5,46.1,18.6,rainy,16,3.0
2024-05-05,Tech Campus,casual,33.0,31.1,14.2,,9.3,rainy,24,2.0
2024-05-06,Tech Campus,subscriber,,17.1,17.8,47.8,10.9,rainy,27,2.0
2024-05-06,Old Town,subscriber,33.0,15.9,18.3,,5.5,rainy,21,3.0
2024-05-07,Harbour,subscriber,34.0,8.2,13.0,57.9,11.7,snowy,14,3.0
2024-05-07,University,subscriber,34.0,16.1,19.9,41.4,8.3,rainy,12,3.0
2024-05-07,Shopping Mall,student,24.0,9.8,15.6,36.5,12.3,cloudy,32,2.0
2024-05-07,Riverside,subscriber,44.0,17.0,19.4,34.9,7.2,snowy,11,
2024-05-08,Hospital,subscriber,33.0,20.7,20.7,55.8,19.3,sunny,43,4.0
2024-05-08,Hospital,student,27.0,8.6,16.1,74.9,,sunny,44,2.0
2024-05-08,Central Station,student,21.0,8.9,18.3,,16.5,rainy,22,3.0
2024-05-09,Riverside,casual,25.0,11.8,22.8,48.5,14.2,snowy,4,
2024-05-09,Shopping Mall,casual,47.0,9.3,19.4,,13.1,rainy,19,
2024-05-10,Old Town,subscriber,52.0,23.8,21.1,40.4,,cloudy,38,3.0
2024-05-10,Old Town,subscriber,,15.4,20.8,61.7,7.9,sunny,45,4.0
2024-05-10,City Park,subscriber,34.0,15.4,19.0,49.8,10.4,cloudy,33,
2024-05-10,Shopping Mall,student,27.0,16.4,17.9,52.4,10.7,rainy,18,2.0
2024-05-11,City Park,subscriber,46.0,17.7,16.8,42.6,10.9,snowy,12,2.0
2024-05-12,Hospital,casual,45.0,15.2,22.0,48.3,0.4,cloudy,39,3.0
2024-05-12,Sports Arena,casual,35.0,12.6,19.6,57.9,17.3,sunny,47,5.0
2024-05-13,Sports Arena,subscriber,33.0,9.3,20.6,46.4,17.5,rainy,17,3.0
2024-05-13,Central Station,subscriber,24.0,16.3,18.9,56.5,18.5,cloudy,39,4.0
2024-05-14,Sports Arena,subscriber,25.0,23.3,22.8,,17.2,snowy,9,3.0
2024-05-14,Old Town,casual,24.0,11.3,17.1,39.7,8.8,cloudy,36,2.0
2024-05-14,City Park,student,24.0,29.2,15.9,61.1,13.4,cloudy,36,4.0
2024-05-15,City Park,subscriber,54.0,13.2,18.2,43.3,7.1,snowy,21,3.0
2024-05-15,City Park,subscriber,18.0,8.4,21.2,48.6,13.2,sunny,34,4.0
2024-05-15,Riverside,subscriber,37.0,19.3,21.5,49.2,0.6,snowy,15,2.0
2024-05-16,Sports Arena,casual,,7.7,21.1,,13.3,rainy,15,
2024-05-18,Central Station,subscriber,27.0,20.3,20.2,76.6,16.9,sunny,46,3.0
2024-05-19,Shopping Mall,student,25.0,23.5,21.8,37.0,7.1,cloudy,31,4.0
2024-05-20,Central Station,student,22.0,35.5,19.0,51.6,,sunny,45,4.0
2024-05-20,University,student,21.0,6.2,23.2,62.0,,cloudy,38,3.0
2024-05-21,Central Station,student,24.0,16.9,20.4,47.6,16.4,cloudy,33,2.0
2024-05-22,Shopping Mall,subscriber,32.0,6.3,26.7,35.5,,cloudy,38,3.0
2024-05-22,Shopping Mall,student,17.0,39.3,26.7,36.9,,cloudy,35,4.0
2024-05-22,Central Station,subscriber,,11.9,21.8,32.9,7.5,cloudy,33,4.0
2024-05-23,University,subscriber,38.0,21.7,16.3,46.8,16.9,cloudy,41,4.0
2024-05-23,University,student,22.0,8.9,17.9,54.0,18.6,sunny,43,4.0
2024-05-23,Old Town,student,22.0,10.0,23.9,43.2,10.3,rainy,18,4.0
2024-05-23,Central Station,casual,39.0,15.7,17.2,50.4,12.8,cloudy,31,3.0
2024-05-23,Old Town,subscriber,52.0,28.9,22.8,41.4,,cloudy,43,3.0
2024-05-23,University,casual,,6.0,20.1,60.3,9.5,sunny,44,
2024-05-23,Sports Arena,student,20.0,14.8,23.9,41.0,6.2,rainy,15,3.0
2024-05-24,Old Town,student,26.0,10.7,17.8,67.4,5.5,cloudy,33,3.0
2024-05-24,Hospital,subscriber,41.0,4.4,14.2,49.2,18.5,snowy,17,3.0
2024-05-24,Shopping Mall,casual,36.0,32.0,19.3,53.9,6.0,snowy,11,2.0
2024-05-24,Hospital,student,24.0,12.4,19.9,48.7,9.4,cloudy,39,3.0
2024-05-25,Sports Arena,student,28.0,21.5,23.3,51.7,17.1,sunny,43,
2024-05-25,Central Station,student,27.0,22.5,23.3,51.0,0.1,rainy,22,
2024-05-26,Riverside,subscriber,43.0,20.8,23.0,42.3,18.0,sunny,45,
2024-05-26,Shopping Mall,subscriber,22.0,31.6,19.8,61.0,10.6,sunny,41,4.0
